sentence_id,source_headline,generated_canonical,rules_applied_count,events_triggered,success,error
369,Omar said that BJP remembered to give quota after defeat in recent polls (colon issue),Omar said that BJP remembered to give quota after defeat in recent polls ( colon issue ).,1,C-ADD:ABSENT→PERIOD,True,
370,Food Startup Innerchef has raised 45 cr in series B funding,A Food Startup Innerchef has raised 45 cr in series B funding.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
371,Jaitley remarked balanced decision on SC order to reinstate Alok Verma (colon issue),Jaitley remarked balanced decision on SC order to reinstate Alok Verma ( colon issue ).,1,C-ADD:ABSENT→PERIOD,True,
372,2 sisters jump into crocodile-infested river to save 10 people (correct),2 sisters jump into crocodile - infested river to save 10 people ( correct ).,1,C-ADD:ABSENT→PERIOD,True,
373,Man kills wife's brother to get her sympathy votes in poll,A Man kills wife 's brother to get her sympathy votes in poll.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
374,"PM Modi and  Trump discuss trade deficit and  Afghanistan over phone(,-> and)","A PM Modi and   Trump discuss trade deficit and   Afghanistan over phone(,- > and ).",2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
375,Jaitley misquoted James Bond to suit himself: Derek O'Brien,A Jaitley misquoted James Bond to suit himself : Derek O'Brien.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
376,"cabinet clears merger of Dena Bank, Vijaya Bank with Bank of Baroda","cabinet clears merger of Dena Bank , Vijaya Bank with Bank of Baroda.",1,C-ADD:ABSENT→PERIOD,True,
377,trucking startup Fortigo to raise $50mn to enter lending services,A trucking startup Fortigo to raise $ 50mn to enter lending services.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
378,Zomato in talks to raise up to $1 billion in funding: Report,Zomato in talks to raise up to $ 1 billion in funding : Report.,1,C-ADD:ABSENT→PERIOD,True,
379,ISRO plans to launch 32 space missions in 2019: Chairman,An ISRO plans to launch 32 space missions in 2019 : Chairman.,2,FW-ADD:ABSENT→an|C-ADD:ABSENT→PERIOD,True,
380,Israel Scientists make drug to remove ageing cells in mice,Israel Scientists make drug to remove ageing cells in mice.,1,C-ADD:ABSENT→PERIOD,True,
381,UGC stopping scholarship grants to researchers: Mamata,UGC stopping scholarship grants to researchers : Mamata.,1,C-ADD:ABSENT→PERIOD,True,
382,Sachin Tendulkar's childhood coach Ramakant Achrekar dies aged 86,Sachin Tendulkar 's childhood coach Ramakant Achrekar dies aged 86.,1,C-ADD:ABSENT→PERIOD,True,
383,Give me 20 minutes with PM for one-on-one debate on Rafale: Rahul,Give me 20 minutes with PM for one - on - one debate on Rafale : Rahul.,1,C-ADD:ABSENT→PERIOD,True,
384,6 killed in Denmark's worst train accident in 30 years,6 killed in Denmark 's worst train accident in 30 years.,1,C-ADD:ABSENT→PERIOD,True,
385,GST fine waived for late returns between July 2017-Sep 2018,GST fine waived for late returns between July 2017 - Sep 2018.,1,C-ADD:ABSENT→PERIOD,True,
386,NCLT allows govt to reopen IL&FS accounts for past 5 years,NCLT allows govt to reopen IL&FS accounts for past 5 years.,1,C-ADD:ABSENT→PERIOD,True,
387,Direct tax-to-GDP ratio of 5.98% in FY18 best in 10 years: Govt,Direct tax - to - GDP ratio of 5.98 % in FY18 best in 10 years : Govt.,1,C-ADD:ABSENT→PERIOD,True,
388,The World largest cigarette maker plans IPO for its Global Arm,The World largest cigarette maker plans IPO for its Global Arm.,1,C-ADD:ABSENT→PERIOD,True,
389,Govt approves â‚1600 cr subsidy for exporters of select goods,Govt approves â‚1600 cr subsidy for exporters of select goods.,1,C-ADD:ABSENT→PERIOD,True,
390,"I've no memory of 4 months, still in shock: Janhvi on mother's death","I 've no memory of 4 months , still in shock : Janhvi on mother 's death.",1,C-ADD:ABSENT→PERIOD,True,
391,Ex-boyfriend used to beat me in front of my friends: Uttaran actress,An Ex - boyfriend used to beat me in front of my friends : Uttaran actress.,2,FW-ADD:ABSENT→an|C-ADD:ABSENT→PERIOD,True,
392,I'll be your sister for life: Dipika to Sreesanth post Bigg Boss win,I 'll be your sister for life : Dipika to Sreesanth post Bigg Boss win.,1,C-ADD:ABSENT→PERIOD,True,
393,Can they tell me too: Ariana on article saying 'Who is Ariana dating?',Can they tell me too : Ariana on article saying ' Who is Ariana dating ? '.,1,C-ADD:ABSENT→PERIOD,True,
394,"India name 13-man squad for Sydney Test, Ishant Sharma out injured","India name 13 - man squad for Sydney Test , Ishant Sharma out injured.",1,C-ADD:ABSENT→PERIOD,True,
395,Hawai jahaz Bachpan me banaye nahi? Speaker to Congress MPs,Hawai jahaz Bachpan me banaye nahi ? Speaker to Congress MPs.,1,C-ADD:ABSENT→PERIOD,True,
396,Arun Jaitley quotes James Bond movie against Gandhi family in LS,Arun Jaitley quotes James Bond movie against Gandhi family in LS.,1,C-ADD:ABSENT→PERIOD,True,
397,Congress MPs hurl paper-planes at Jaitley amid Rafale debate in LS,Congress MPs hurl paper - planes at Jaitley amid Rafale debate in LS.,1,C-ADD:ABSENT→PERIOD,True,
398,"Pakistan misplaced 23 Indian passports, confirms Sushma Swaraj","Pakistan misplaced 23 Indian passports , confirms Sushma Swaraj.",1,C-ADD:ABSENT→PERIOD,True,
399,"Police raids PNB branch on New Year, arrests partying drunk staff","A Police raids PNB branch on New Year , arrests partying drunk staff.",2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
400,Jeff Bezos celebrates New Year by riding horse into US store,Jeff Bezos celebrates New Year by riding horse into US store.,1,C-ADD:ABSENT→PERIOD,True,
401,"Iran to invest â‚11,500 cr in Chennai Petroleum's refinery expansion","Iran to invest â‚11,500 cr in Chennai Petroleum 's refinery expansion.",1,C-ADD:ABSENT→PERIOD,True,
402,I try to be voice for voiceless animals: Randeep Hooda,I try to be voice for voiceless animals : Randeep Hooda.,1,C-ADD:ABSENT→PERIOD,True,
403,Sara may Star in Remo's film post Katrina's exit: Report,Sara may Star in Remo 's film post Katrina 's exit : Report.,1,C-ADD:ABSENT→PERIOD,True,
404,Netflix criticised for pulling comedy show episode in Saudi,Netflix criticised for pulling comedy show episode in Saudi.,1,C-ADD:ABSENT→PERIOD,True,
405,HC sets aside ED order attaching Tech Mahindra's FDs worth â‚1822 cr,HC sets aside ED order attaching Tech Mahindra 's FDs worth â‚1822 cr.,1,C-ADD:ABSENT→PERIOD,True,
406,Ex-Google workers' AI startup to make people 'happy' at work,Ex - Google workers ' AI startup to make people ' happy ' at work.,1,C-ADD:ABSENT→PERIOD,True,
407,Centre planning shutdown of sites over fake news: Reports,A Centre planning shutdown of sites over fake news : Reports.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
408,According to a report Ola raises a 14 crore from China Scooter Making firm,According to a report Ola raises a 14 crore from China Scooter Making firm.,1,C-ADD:ABSENT→PERIOD,True,
409,Live up to 'GOAT' nickname in Sydney: Australia PM to Nathan Lyon,Live up to ' GOAT ' nickname in Sydney : Australia PM to Nathan Lyon.,1,C-ADD:ABSENT→PERIOD,True,
410,Parrikar has Rafale files in his bedroom: Audio clip by Congress,Parrikar has Rafale files in his bedroom : Audio clip by Congress.,1,C-ADD:ABSENT→PERIOD,True,
411,Congress desperate to fabricate facts: Parrikar on Rafale audio clip,Congress desperate to fabricate facts : Parrikar on Rafale audio clip.,1,C-ADD:ABSENT→PERIOD,True,
412,"2 women entered Sabarimala Temple today, confirms Kerala CM","2 women entered Sabarimala Temple today , confirms Kerala CM.",1,C-ADD:ABSENT→PERIOD,True,
413,Faced no protest from devotees: Woman who entered Sabarimala,Faced no protest from devotees : Woman who entered Sabarimala.,1,C-ADD:ABSENT→PERIOD,True,
414,SC to hear plea on rescue of miners trapped in Meghalaya,SC to hear plea on rescue of miners trapped in Meghalaya.,1,C-ADD:ABSENT→PERIOD,True,
415,Pakistan claims it shot down 'Indian spy quadcopter',Pakistan claims it shot down ' Indian spy quadcopter '.,1,C-ADD:ABSENT→PERIOD,True,
416,Crore Aadhaar cards issued to people till Nov 2018: Govt,Crore Aadhaar cards issued to people till Nov 2018 : Govt.,1,C-ADD:ABSENT→PERIOD,True,
417,Ex-MLA who allegedly shot at woman during NYE party arrested,An Ex - MLA who allegedly shot at woman during NYE party arrested.,2,FW-ADD:ABSENT→an|C-ADD:ABSENT→PERIOD,True,
418,"Speeding car hits girl in Mumbai, victim thrown in air on impact","Speeding car hits girl in Mumbai , victim thrown in air on impact.",1,C-ADD:ABSENT→PERIOD,True,
419,"The High Speed car hits girl in Mumbai, victim thrown in air on impact","The High Speed car hits girl in Mumbai , victim thrown in air on impact.",1,C-ADD:ABSENT→PERIOD,True,
420,China building 'most advanced' naval warships for Pakistan: Report,China building ' most advanced ' naval warships for Pakistan : Report.,1,C-ADD:ABSENT→PERIOD,True,
421,"Cathay Pacific mistakenly sells â‚111.2 lakh tickets for â‚147,000","Cathay Pacific mistakenly sells â‚111.2 lakh tickets for â‚147,000.",1,C-ADD:ABSENT→PERIOD,True,
422,Jet Airways misses loan repayment for the first time ever,Jet Airways misses loan repayment for the first time ever.,1,C-ADD:ABSENT→PERIOD,True,
423,I was just a vessel of change: Tanushree on #MeToo,I was just a vessel of change : Tanushree on # MeToo.,1,C-ADD:ABSENT→PERIOD,True,
424,Google wins US approval for radar-based hand motion sensor,Google wins US approval for radar - based hand motion sensor.,1,C-ADD:ABSENT→PERIOD,True,
425,Waymo self-driving vehicles being vandalised in US: Report,A Waymo self - driving vehicles being vandalised in US : Report.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
426,Words of an outgoing PM have no effect: AAP on PM's interview,Words of an outgoing PM have no effect : AAP on PM 's interview.,1,C-ADD:ABSENT→PERIOD,True,
427,Ex-CM demands MP govt reintroduce ritual of 'Vande Mataram',An Ex - CM demands MP govt reintroduce ritual of ' Vande Mataram '.,2,FW-ADD:ABSENT→an|C-ADD:ABSENT→PERIOD,True,
428,Hindus can't wait till eternity for verdict: VHP on Ram Mandir,Hindus ca n't wait till eternity for verdict : VHP on Ram Mandir.,1,C-ADD:ABSENT→PERIOD,True,
429,Tamil Nadu moves SC against reopening of Sterlite plant,Tamil Nadu moves SC against reopening of Sterlite plant.,1,C-ADD:ABSENT→PERIOD,True,
430,"Brazil liberated from socialism, says new President at inauguration","Brazil liberated from socialism , says new President at inauguration.",1,C-ADD:ABSENT→PERIOD,True,
431,New President at inauguration said that Brazil is liberated from socialism,New President at inauguration said that Brazil is liberated from socialism.,1,C-ADD:ABSENT→PERIOD,True,
432,Mexico Mayor assassinated less than 2 hrs after taking office,Mexico Mayor assassinated less than 2 hrs after taking office.,1,C-ADD:ABSENT→PERIOD,True,
433,Govt appoints LIC MD Bhargava as the insurer's interim Chairman,Govt appoints LIC MD Bhargava as the insurer 's interim Chairman.,1,C-ADD:ABSENT→PERIOD,True,
434,RBI allows restructuring of small business loans of up to â‚125 cr,RBI allows restructuring of small business loans of up to â‚125 cr.,1,C-ADD:ABSENT→PERIOD,True,
435,Kunal Shah launches CRED to reward creditworthy credit card users,Kunal Shah launches CRED to reward creditworthy credit card users.,1,C-ADD:ABSENT→PERIOD,True,
436,"Warne gave 150 runs, took only Shastri's wicket on Test debut","Warne gave 150 runs , took only Shastri 's wicket on Test debut.",1,C-ADD:ABSENT→PERIOD,True,
437,Hungry anyone? Deepika on dosa named after her in US restaurant,Hungry anyone ? Deepika on dosa named after her in US restaurant.,1,C-ADD:ABSENT→PERIOD,True,
438,"'The Accidental' trailer is missing, please help: Anupam to YouTube","' The Accidental ' trailer is missing , please help : Anupam to YouTube.",1,C-ADD:ABSENT→PERIOD,True,
439,Amy Jackson gets engaged to British businessman George Panayiotou,Amy Jackson gets engaged to British businessman George Panayiotou.,1,C-ADD:ABSENT→PERIOD,True,
440,Kader Khan was not just my ustaad but a father figure: Govinda,Kader Khan was not just my ustaad but a father figure : Govinda.,1,C-ADD:ABSENT→PERIOD,True,
441,Kolkata professor asked me to bathe with him in river: Student,Kolkata professor asked me to bathe with him in river : Student.,1,C-ADD:ABSENT→PERIOD,True,
442,Neighbour stabs couple to death while locals film incident in Delhi,Neighbour stabs couple to death while locals film incident in Delhi.,1,C-ADD:ABSENT→PERIOD,True,
443,"Court grants divorce via WhatsApp as husband in Nagpur, wife in US","A Court grants divorce via WhatsApp as husband in Nagpur , wife in US.",2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
444,2 women who entered Sabarimala ask SC for police protection,2 women who entered Sabarimala ask SC for police protection.,1,C-ADD:ABSENT→PERIOD,True,
445,Menstruating girls allegedly confined in Uttarakhand govt building,Menstruating girls allegedly confined in Uttarakhand govt building.,1,C-ADD:ABSENT→PERIOD,True,
446,Flipkart's Sachin pays â‚1699 cr advance tax for Q1 of FY19 : Report,Flipkart 's Sachin pays â‚1699 cr advance tax for Q1 of FY19 : Report.,1,C-ADD:ABSENT→PERIOD,True,
447,According to reports Flipkart's Sachin pays a 699 cr advance tax for Q1 of FY19,According to reports Flipkart 's Sachin pays a 699 cr advance tax for Q1 of FY19.,1,C-ADD:ABSENT→PERIOD,True,
448,Lakhs participate to form 620-km long Women's Wall in Kerala,Lakhs participate to form 620 - km long Women 's Wall in Kerala.,1,C-ADD:ABSENT→PERIOD,True,
449,Woman PhD scholar found hanging in hostel room at IIT Madras,A Woman PhD scholar found hanging in hostel room at IIT Madras.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
450,Sabarimala shut for purification after entry of women below 50,Sabarimala shut for purification after entry of women below 50.,1,C-ADD:ABSENT→PERIOD,True,
451,MP govt puts on hold singing of Vande Mataram at Secretariat,MP govt puts on hold singing of Vande Mataram at Secretariat.,1,C-ADD:ABSENT→PERIOD,True,
452,"Thai man shoots 6 family members, kills himself at New Year party","Thai man shoots 6 family members , kills himself at New Year party.",1,C-ADD:ABSENT→PERIOD,True,
453,Reserve right to use force to stop independence of Taiwan: China,Reserve right to use force to stop independence of Taiwan : China.,1,C-ADD:ABSENT→PERIOD,True,
454,China said that it Reserve right to use force to stop independence of Taiwan,China said that it Reserve right to use force to stop independence of Taiwan.,1,C-ADD:ABSENT→PERIOD,True,
455,PM Modi's stand on Ram temple a positive step: RSS,PM Modi 's stand on Ram temple a positive step : RSS.,1,C-ADD:ABSENT→PERIOD,True,
456,Congress wants to weaken Army with false claims: PM Modi,Congress wants to weaken Army with false claims : PM Modi.,1,C-ADD:ABSENT→PERIOD,True,
457,Bowed down to satisfy PM's ego for sake of Andhra: CM Naidu,Bowed down to satisfy PM 's ego for sake of Andhra : CM Naidu.,1,C-ADD:ABSENT→PERIOD,True,
458,Gathbandhan of thugs should start its countdown: Congress,Gathbandhan of thugs should start its countdown : Congress.,1,C-ADD:ABSENT→PERIOD,True,
459,"My mother died on April 1, no one believed: Kader in old interview","My mother died on April 1 , no one believed : Kader in old interview.",1,C-ADD:ABSENT→PERIOD,True,
460,Qualcomm refused to provide chips for 2018 iPhones: Apple COO,Qualcomm refused to provide chips for 2018 iPhones : Apple COO.,1,C-ADD:ABSENT→PERIOD,True,
461,Kashmiris don't relate to the idea of India: IAS topper Faesal,Kashmiris do n't relate to the idea of India : IAS topper Faesal.,1,C-ADD:ABSENT→PERIOD,True,
462,Gavaskar set to miss presenting Border-Gavaskar Trophy to Kohli,Gavaskar set to miss presenting Border - Gavaskar Trophy to Kohli.,1,C-ADD:ABSENT→PERIOD,True,
463,"Kohli captain, no Australian in Cricket Australia's ODI XI of 2018","Kohli captain , no Australian in Cricket Australia 's ODI XI of 2018.",1,C-ADD:ABSENT→PERIOD,True,
464,Venezuela President calls his Brazilian counterpart 'Hitler',Venezuela President calls his Brazilian counterpart ' Hitler '.,1,C-ADD:ABSENT→PERIOD,True,
465,United Spirits to sell Four Seasons Wines for ₹31.8 crore,United Spirits to sell Four Seasons Wines for ₹ 31.8 crore.,1,C-ADD:ABSENT→PERIOD,True,
466,"India will add 1,000 aircraft in 7-8 years: Aviation Secretary","India will add 1,000 aircraft in 7 - 8 years : Aviation Secretary.",1,C-ADD:ABSENT→PERIOD,True,
467,Need to take care of artistes: Shatrughan on Kader's death,Need to take care of artistes : Shatrughan on Kader 's death.,1,C-ADD:ABSENT→PERIOD,True,
468,"Kohli captain, no Australian in Cricket Australia's ODI XI of 2018","Kohli captain , no Australian in Cricket Australia 's ODI XI of 2018.",1,C-ADD:ABSENT→PERIOD,True,
469,Venezuela President calls his Brazilian counterpart 'Hitler',Venezuela President calls his Brazilian counterpart ' Hitler '.,1,C-ADD:ABSENT→PERIOD,True,
470,United Spirits to sell Four Seasons Wines for ₹31.8 crore,United Spirits to sell Four Seasons Wines for ₹ 31.8 crore.,1,C-ADD:ABSENT→PERIOD,True,
471,"India will add 1,000 aircraft in 7-8 years: Aviation Secretary","India will add 1,000 aircraft in 7 - 8 years : Aviation Secretary.",1,C-ADD:ABSENT→PERIOD,True,
472,Need to take care of artistes: Shatrughan on Kader's death,Need to take care of artistes : Shatrughan on Kader 's death.,1,C-ADD:ABSENT→PERIOD,True,
473,We should show some empathy to Pandya and KL Rahul: VVS Laxman,We should show some empathy to Pandya and KL Rahul : VVS Laxman.,1,C-ADD:ABSENT→PERIOD,True,
474,Rahul's family gave ‘Bharat Ratna’ to themselves: Smriti Irani,Rahul 's family gave ‘ Bharat Ratna ’ to themselves : Smriti Irani.,1,C-ADD:ABSENT→PERIOD,True,
475,"Men file RTI query on development work, get used condoms in reply","A Men file RTI query on development work , get used condoms in reply.",2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
476,general category quota comes into force in Jharkhand,general category quota comes into force in Jharkhand.,1,C-ADD:ABSENT→PERIOD,True,
477,"6 drown after boat capsizes in Narmada river, 36 rescued","6 drown after boat capsizes in Narmada river , 36 rescued.",1,C-ADD:ABSENT→PERIOD,True,
478,Virginity not a treasure to be given as a gift to husband: Kalki,A Virginity not a treasure to be given as a gift to husband : Kalki.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
479,Pakistani lawmakers suspended for not disclosing assets,Pakistani lawmakers suspended for not disclosing assets.,1,C-ADD:ABSENT→PERIOD,True,
480,"Huawei Y9 goes on sale today with free earphones worth ₹2,990","Huawei Y9 goes on sale today with free earphones worth ₹ 2,990.",1,C-ADD:ABSENT→PERIOD,True,
481,Body of 1 out of 15 trapped in Meghalaya mine found after 35 days,A Body of 1 out of 15 trapped in Meghalaya mine found after 35 days.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
482,1st plant on Moon died as temperature reached -170oC at night,1st plant on Moon died as temperature reached -170oC at night.,1,C-ADD:ABSENT→PERIOD,True,
483,Firm sells reverse stitched jeans that look like they're inside out,A Firm sells reverse stitched jeans that look like they 're inside out.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
484,"Was depressed, starved myself: Hazel shares her '10 Year Challenge'","Was depressed , starved myself : Hazel shares her ' 10 Year Challenge '.",1,C-ADD:ABSENT→PERIOD,True,
485,MS Dhoni talks a lot while batting and that helps: Virat Kohli,MS Dhoni talks a lot while batting and that helps : Virat Kohli.,1,C-ADD:ABSENT→PERIOD,True,
486,"Upset to hear Jaitley ji isn't well, 100% with him: Rahul Gandhi","Upset to hear Jaitley ji is n't well , 100 % with him : Rahul Gandhi.",1,C-ADD:ABSENT→PERIOD,True,
487,"BJP President Amit Shah diagnosed with swine flu, admitted to AIIMS","BJP President Amit Shah diagnosed with swine flu , admitted to AIIMS.",1,C-ADD:ABSENT→PERIOD,True,
488,Told jawans to come back before sunrise: PM Modi on surgical strike,Told jawans to come back before sunrise : PM Modi on surgical strike.,1,C-ADD:ABSENT→PERIOD,True,
489,PM Modi told to Jawans to come back before sunrise During Surgical Strike,A PM Modi told to Jawans to come back before sunrise During Surgical Strike.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
490,Pakistan ko sudharne mein abhi samay lagega: PM on surgical strike,Pakistan ko sudharne mein abhi samay lagega : PM on surgical strike.,1,C-ADD:ABSENT→PERIOD,True,
491,"My Inspiration, my Fireball: Sussanne on Sonali's birthday","My Inspiration , my Fireball : Sussanne on Sonali 's birthday.",1,C-ADD:ABSENT→PERIOD,True,
492,Sudhir Bhargava takes oath as Chief Information Commissioner,Sudhir Bhargava takes oath as Chief Information Commissioner.,1,C-ADD:ABSENT→PERIOD,True,
493,Loan waivers do not benefit majority of farmers: PM Modi,A Loan waivers do not benefit majority of farmers : PM Modi.,2,FW-ADD:ABSENT→a|C-ADD:ABSENT→PERIOD,True,
494,"It was not a jhatka ,warned people a year before : PM Modi on note ban","It was not a jhatka , warned people a year before : PM Modi on note ban.",1,C-ADD:ABSENT→PERIOD,True,
495,'Messy' star that caused partner star to explode identified,' Messy ' star that caused partner star to explode identified.,1,C-ADD:ABSENT→PERIOD,True,
496,China has some of world's most advanced weapon systems: US,China has some of world 's most advanced weapon systems : US.,1,C-ADD:ABSENT→PERIOD,True,
497,Upskirting to become crime punishable by 2 yrs in jail in UK,Upskirting to become crime punishable by 2 yrs in jail in UK.,1,C-ADD:ABSENT→PERIOD,True,
498,"Maharashtra govt, LIC bid for Air India building in Mumbai","Maharashtra govt , LIC bid for Air India building in Mumbai.",1,C-ADD:ABSENT→PERIOD,True,
499,"SBI, stakeholders working on resolution plan: Jet Airways","SBI , stakeholders working on resolution plan : Jet Airways.",1,C-ADD:ABSENT→PERIOD,True,
